,index,servicerequestnum,code,codeDescription,Neighborhood,address,city,state,zip,methodReceived,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate,codedAddress,latitude,longitude,year,quarter,week,dayofyear
13971,220006,15-00381909,RATRUBPR,SW-Rat Rubout - Proactive,NORTHWEST COMMUNITY ACTION,2913  PRESSTMAN ST ,BALTIMORE,MD,21216,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'2913 Presstman St, Baltimore, Maryland, 21216',)",39.3045235708,-76.66646973569999,2015,2,20,133
13970,220005,15-00381905,RATRUBPR,SW-Rat Rubout - Proactive,NORTHWEST COMMUNITY ACTION,2907  PRESSTMAN ST ,BALTIMORE,MD,21216,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'2907 Presstman St, Baltimore, Maryland, 21216',)",39.304532895,-76.6661993356,2015,2,20,133
13969,220004,15-00381849,RATRUBPR,SW-Rat Rubout - Proactive,NORTHWEST COMMUNITY ACTION,1624  POPLAR GROVE ST ,BALTIMORE,MD,21216,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'1624 Poplar Grove St, Baltimore, Maryland, 21216',)",39.306678618,-76.6656655268,2015,2,20,133
13968,220003,15-00381836,RATRUBPR,SW-Rat Rubout - Proactive,NORTHWEST COMMUNITY ACTION,1533  POPLAR GROVE ST ,BALTIMORE,MD,21216,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'1533 Poplar Grove St, Baltimore, Maryland, 21216',)",39.3056331463,-76.6655349884,2015,2,20,133
13960,219995,15-00378484,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,609 N DECKER AVE ,BALTIMORE,MD,21205,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Active Rodent Sign,05/14/2015,"(u'609 N Decker Ave, Baltimore, Maryland, 21205',)",39.2985129825,-76.5744250946,2015,2,20,133
13950,219985,15-00378357,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3039 E MONUMENT ST ,BALTIMORE,MD,21205,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3039 E Monument St, Baltimore, Maryland, 21205',)",39.2991435287,-76.5739192593,2015,2,20,133
13949,219984,15-00378340,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3026  MCELDERRY ST ,BALTIMORE,MD,21205,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3026 McElderry St, Baltimore, Maryland, 21205',)",39.2980875672,-76.5741523635,2015,2,20,133
13948,219983,15-00378309,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3028  MCELDERRY ST ,BALTIMORE,MD,21205,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3028 McElderry St, Baltimore, Maryland, 21205',)",39.2980875672,-76.57409175640001,2015,2,20,133
13947,219982,15-00378304,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3036  MCELDERRY ST ,BALTIMORE,MD,21205,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3036 McElderry St, Baltimore, Maryland, 21205',)",39.2980980569,-76.5738924523,2015,2,20,133
13946,219981,15-00378289,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3031 E MONUMENT ST ,BALTIMORE,MD,21205,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3031 E Monument St, Baltimore, Maryland, 21205',)",39.2991435287,-76.57412905310001,2015,2,20,133
13945,219980,15-00378279,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3023 E MONUMENT ST ,BALTIMORE,MD,21205,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3023 E Monument St, Baltimore, Maryland, 21205',)",39.299133039000004,-76.5743097089,2015,2,20,133
13944,219979,15-00378261,RATRUBPR,SW-Rat Rubout - Proactive,ELLWOOD PARK/MONUMENT,3035 E MONUMENT ST ,BALTIMORE,MD,21205,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3035 E Monument St, Baltimore, Maryland, 21205',)",39.2991435287,-76.5740299838,2015,2,20,133
13838,219873,15-00377631,RATRUBPR,SW-Rat Rubout - Proactive,JOSEPH LEE,332  DREW ST ,BALTIMORE,MD,21224,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'332 Drew St, Baltimore, Maryland, 21224',)",39.290004725900005,-76.5439417402,2015,2,20,133
13837,219872,15-00377627,RATRUBPR,SW-Rat Rubout - Proactive,JOSEPH LEE,317  CORNWALL ST ,BALTIMORE,MD,21224,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'317 Cornwall St, Baltimore, Maryland, 21224',)",39.290062959699995,-76.5448255391,2015,2,20,133
13836,219871,15-00377623,RATRUBPR,SW-Rat Rubout - Proactive,JOSEPH LEE,357  CORNWALL ST ,BALTIMORE,MD,21224,Mass Closed,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'357 Cornwall St, Baltimore, Maryland, 21224',)",39.2893182743,-76.5447784515,2015,2,20,133
13835,219870,15-00377622,RATRUBPR,SW-Rat Rubout - Proactive,JOSEPH LEE,337  CORNWALL ST ,BALTIMORE,MD,21224,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'337 Cornwall St, Baltimore, Maryland, 21224',)",39.289643372,-76.5447952355,2015,2,20,133
13832,219867,15-00402425,RATRUBPR,SW-Rat Rubout - Proactive,NORTHWEST COMMUNITY ACTION,2821  BRIGHTON ST ,BALTIMORE,MD,21216,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'2821 Brighton St, Baltimore, Maryland, 21216',)",39.3052834898,-76.6646491931,2015,2,20,133
13705,219740,15-00381982,RATRUBPR,SW-Rat Rubout - Proactive,ROSEMONT,3227  PRESSTMAN ST ,BALTIMORE,MD,21216,Mass Entry,2015-05-13 07:00:00,05/18/2015,05/13/2015,CLOSED,Dispatch Investigator,Area Baited,05/13/2015,"(u'3227 Presstman St, Baltimore, Maryland, 21216',)",39.304342915,-76.6715397501,2015,2,20,133
